
İlaç Adı,Barkod,ATC Kodu,ATC Adı
%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS-SETSIZ),8699828690665,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETLI),8699828690634,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ %045 SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETSIZ),8699828690641,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ 1000 ML SOLUSYON(SETLI),8699606690214,B05BA03,carbohydrates
%5 DEKSTROZ 1000 ML SOLUSYON(SETSIZ),8699606690221,B05BA03,carbohydrates
%5 DEKSTROZ 500 ML SOLUSYON(SETLI),8699606690191,B05BA03,carbohydrates
%5 DEKSTROZ 500 ML SOLUSYON(SETSIZ),8699606690207,B05BA03,carbohydrates
%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 100 ML SETLI SISE,8699788690903,B05BA03,carbohydrates
%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 1000 ML SETLI SISE,8699788691016,B05BA03,carbohydrates
%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 250 ML SETLI SISE,8699788690927,B05BA03,carbohydrates
%5 DEKSTROZ BIOSEL SUDAKI SOLUSYON 500 ML SETLI SISE,8699788695014,B05BA03,carbohydrates
%5 DEKSTROZ IZOTONIK SODYUM KLORUR 1000 ML (MEDIFLEKS-SETLI),8699828690573,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 1000 ML (MEDIFLEKS-SETSIZ),8699828690580,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETLI),8699828690559,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ IZOTONIK SODYUM KLORUR COZELTISI 500 ML (MEDIFLEKS-SETSIZ),8699828690566,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTAT RINGER 1000 ML SOLUSYON,8699508690442,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTAT RINGER 1000 ML SOLUSYON(SETLI),8699606690535,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTAT RINGER 500 ML SOLUSYON,8699508690435,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTAT RINGER 500 ML SOLUSYON(SETLI),8699606690511,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTAT RINGER PVC 1000 ML(SETSIZ),8699828690702,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTATLI RINGER PVC 1000 ML(SETLI),8699828690696,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTATLI RINGER PVC 500 ML(SETLI),8699828690672,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ LAKTATLI RINGER PVC 500 ML(SETSIZ),8699828690689,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ PVC 100 ML SOLUSYON,8699535690323,B05BA03,carbohydrates
%5 DEKSTROZ PVC 150 ML SOLUSYON,8699535690354,B05BA03,carbohydrates
%5 DEKSTROZ PVC 250 ML SOLUSYON,8699535690361,B05BA03,carbohydrates
%5 DEKSTROZ RINGER LAKTAT BIOSEL SOLUSYON 1000 ML SETLI SISE,8699788691092,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ RINGER LAKTAT BIOSEL SOLUSYON 500 ML SETLI SISE,8699788695199,B05BB02,electrolytes with carbohydrates
%5 DEKSTROZ SOLUSYONU BFS 500 ML (SETLI),8699525690043,B05BA03,carbohydrates
%5 DEKSTROZ SOLUSYONU BFS 500 ML (SETSIZ),8699525698315,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETLI),8699606690177,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI 250 ML SOLUSYON(SETSIZ),8699606690184,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 100 ML (MEDIFLEKS-SETLI),8699828690733,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 100 ML (SETSIZ),8699828690740,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 1000 ML (MEDIFLEKS-SETSIZ),8699828690825,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 1000 ML (SETLI),8699828690818,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 150 ML (SETLI),8699828690757,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 150 ML (SETSIZ),8699828690764,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 250 ML (SETLI),8699828690771,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 250 ML (SETSIZ),8699828690788,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 50 ML (MEDIFLEKS-SETSIZ),8699828690726,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETLI),8699828690795,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI 500 ML (MEDIFLEKS-SETSIZ),8699828690801,B05BA03,carbohydrates
%5 DEKSTROZ SUDAKI COZELTISI BFS 1000 ML (SETSIZ),8699525698322,B05BA03,carbohydrates
"%5 DEKSTROZ SUDAKİ ÇÖZELTİSİ BFS (100 ML, 1 ŞİŞE, SETSİZ)",8699525698285,B05BA03,carbohydrates
"%5 DEKSTROZ-%0,9 SODYUM KLORUR 1000 CC SETLI (CAM SISE)",8699606692614,B05BB02,electrolytes with carbohydrates
"%5 DEKSTROZ-%0,9 SODYUM KLORUR 1000 CC SETSIZ (CAM SISE)",8699606692621,B05BB02,electrolytes with carbohydrates
"%5 DEKSTROZ-%0,9 SODYUM KLORUR 500 CC SETLI (CAM SISE)",8699606692591,B05BB02,electrolytes with carbohydrates
"%5 DEKSTROZ-%0,9 SODYUM KLORUR 500 CC SETSIZ (CAM SISE)",8699606692607,B05BB02,electrolytes with carbohydrates
"%5 DEKSTROZ+ %0,45 NACL+ %0,3 POTASYUM KLORUR 500 ML SETLI SISE",8699788695137,B05BB02,electrolytes with carbohydrates
%50 DEKSTROZ BIOSEL SUDAKI HIPERTONIK SOLUSYON 500 ML SETLI SISE,8699788695069,B05BA03,carbohydrates
%50 DEKSTROZ SUDAKI SOLUSYON 1000ML CAM(SETLI),8699606692119,B05BA03,carbohydrates
%50 DEKSTROZ SUDAKI SOLUSYON 1000ML CAM(SETSIZ),8699606692126,B05BA03,carbohydrates
%50 DEKSTROZ SUDAKI SOLUSYON 500ML CAM(SETLI),8699606692096,B05BA03,carbohydrates
%50 DEKSTROZ SUDAKI SOLUSYON 500ML CAM(SETSIZ),8699606692102,B05BA03,carbohydrates
1/3 ISODEXOL INF. 500 ML SOLUSYON(SETSIZ),8699508690541,B05BB02,electrolytes with carbohydrates
1/3 ISODEXOL INF. 500 ML SOLUSYONU(SETLI),8699508690534,B05BB02,electrolytes with carbohydrates
1/3 IZODEKS COZELTISI 500 ML (SETSIZ-MEDIFLEKS),8699828690863,B05BB02,electrolytes with carbohydrates
"1/3 POLIDEKS (%3,33 DEKSTROZ-%3 SODYUM KLORUR)500 CC SETLI(CAM SISE)",8699606692874,B05BB02,electrolytes with carbohydrates
"1/3 POLIDEKS (%3,33 DEKSTROZ-%3 SODYUM KLORUR)500 CC SETSIZ(CAM SISE)",8699606692881,B05BB02,electrolytes with carbohydrates
1/3 POLIDEKS SOLUSYONU 1000 ML (CAM SISE ) SETLI,8699606692898,B05BB02,electrolytes with carbohydrates
1/3 POLIDEKS SOLUSYONU 1000 ML (CAM SISE ) SETSIZ,8699606692904,B05BB02,electrolytes with carbohydrates
1/4 ISODEXOL INF. 500 ML SOLUSYON(SETSIZ),8699508690565,B05BB02,electrolytes with carbohydrates
1/4 ISODEXOL INF. 500 ML SOLUSYONU(SETLI),8699508690558,B05BB02,electrolytes with carbohydrates
5-FROTU 1000 MG/20 ML ENJ. ICIN COZ. ICEREN 1 FLAKON,8699650772348,L01BC02,fluorouracil
5-FROTU 5000 MG/100 ML ENJ. ICIN COZ. ICEREN 1 FLAKON,8699650772355,L01BC02,fluorouracil
ABAFINE 31G 4MM INSULIN KALEM IGNESI,8699241771590,V07AY,Other non-therapeutic auxiliary products
ABAFINE 31G 5MM INSULIN KALEM IGNESI,8699241771637,V07AY,Other non-therapeutic auxiliary products
ABAFINE 31G 6MM INSULIN KALEM IGNESI,8699241771606,V07AY,Other non-therapeutic auxiliary products
ABAFINE 31G 7MM INSULIN KALEM IGNESI,8699241771613,V07AY,Other non-therapeutic auxiliary products
ABAFINE 31G 8MM INSULIN KALEM IGNESI,8699241771620,V07AY,Other non-therapeutic auxiliary products
"ABALEVO 1,5 MG TABLET (1 TABLET)",8681725054770,G03AD01,levonorgestrel
ABAVIR 245 MG 30 FILM KAPLI TABLET,8699580090598,J05AF07,tenofovir disoproxil
ABETYL 250 MG TABLET (120 TABLET),8699514011606,L02BX03,abiraterone
ABILIFY 1 MG/ML ORAL SOLUSYON 150 ML,8680683590023,N05AX12,aripiprazole
ABILIFY 10 MG 28 TABLET,8680683010149,N05AX12,aripiprazole
ABILIFY 15 MG 28 TABLET,8680683010156,N05AX12,aripiprazole
ABILIFY 30 MG 28 TABLET,8680683010163,N05AX12,aripiprazole
ABILIFY 5 MG 28 TABLET,8680683010132,N05AX12,aripiprazole
ABILIFY MAINTENA 400 MG UZUN SALIMLI IM ENJEKSIYONLUK  1 FLAKON,8680683780028,N05AX12,aripiprazole
ABIRATEX 250 MG 120 TABLET,8699541015349,L02BX03,abiraterone
ABITIGA 250 MG FILM KAPLI TABLET,8699638095513,L02BX03,abiraterone
ABIZOL 1 MG/ML ORAL COZELTI 150 ML,8699540570078,N05AX12,aripiprazole
ABIZOL 10 MG 28 TABLET,8699540016668,N05AX12,aripiprazole
ABIZOL 15 MG 28 TABLET,8699540016712,N05AX12,aripiprazole
ABIZOL 20 MG 28 TABLET,8699540016767,N05AX12,aripiprazole
ABIZOL 30 MG 28 TABLET,8699540016811,N05AX12,aripiprazole
ABIZOL 5 MG 28 TABLET,8699540016613,N05AX12,aripiprazole
ABIZOL EASYTAB 10 MG 28 AGIZDA DAGILAN TABLET,8699540070097,N05AX12,aripiprazole
ABIZOL EASYTAB 15 MG 28 AGIZDA DAGILAN TABLET,8699540070110,N05AX12,aripiprazole
ABIZOL EASYTAB 5 MG AGIZDA DAGILAN 28 TABLET,8699540070080,N05AX12,aripiprazole
ABOUND PORTAKAL AROMALI TOZ 24 GR 30 POSET,8699548993756,V06D,OTHER NUTRIENTS
ABSTRAL 100 MCG 10 DILALTI TABLET,8699538055600,N02AB03,fentanyl
ABSTRAL 800 MCG 10 DILALTI TABLET,8699538055631,N02AB03,fentanyl
ABYGA 250 MG TABLET (120 TABLET),8699525019776,L02BX03,abiraterone
ABYGA 500 MG FILM KAPLI TABLET (60 TABLET),8699525099532,L02BX03,abiraterone
ACCU-CHEK ACTIVE (MODEL GB) MG/DL KIT GLUKOZ OLCER,4015630064243,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK ACTIVE 50 TEST (KAN GLUKOZU TEST SERIDI),4015630064090,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK INSTANT MG/DL KİT,4015630067282,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK INSTANT OLCUM CUBUKLARI (50 TEST) (GLIKOZ TEST STRIPLERI),4015630066933,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK PERFORMA 50 OLCUM CUBUGU,4015630982141,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK PERFORMA CONNECT MG/DL YALNIZCA OLCUM CIHAZI,4015630065080,V07AY,Other non-therapeutic auxiliary products
ACCU-CHEK PERFORMA NANO MG-DL-SET,4015630066063,V07AY,Other non-therapeutic auxiliary products
"ACCU-FINE 4MM KALEM IGNE 100 ADET 0,23MM (32G) X 4MM",382903206858,V07AY,Other non-therapeutic auxiliary products
"ACCU-FINE 6MM KALEM IGNE 100 ADET  0,25MM (31G) X 6MM",382903206872,V07AY,Other non-therapeutic auxiliary products
ACE PLUS SELENYUM 30 YUMUSAK KAPSUL,8699828190042,A11JC,"Vitamins, other combinations"
ACETUDIL  FORTE 60 MG KAPSUL (20 KAPSUL),8699527151016,M01AB11,acemetacin
ACIDPASS  10 MG/800 MG/165 MG 12 CIGNEME TABLETI,8699680080109,A02BA53,"famotidine, combinations"
ACIDPASS 10/800/165 MG CIGNEME TABLETI (6 TABLET),8699680080093,A02BA53,"famotidine, combinations"
ACLABON 5MG/100 ML IV INFUZYON COZELTISI ICEREN 1 FLAKON,8699828690191,M05BA08,zoledronic acid
ACLASTA 5MG/100 ML IV INFUZYON COZELTISI,8681428690442,M05BA08,zoledronic acid
ACLOREM %0.05 KREM (60 G),8681728350053,D07AB10,alclometasone
ACMEL 500 MG/5 ML IM/IV/SC ENJEKSIYONLUK COZELTI (5 ADET),8681332750010,A11GA01,ascorbic acid (vit c)
ACNEDUR %3 MERHEM (20 G) ,8699587383136,D06AA04,tetracycline
ACNEFFERIN % 0.1 JEL,8699789380070,D10AD03,adapalene
ACNEGEN 10 MG 30 YUMUSAK JELATIN KAPSUL,8699821190100,D10BA01,isotretinoin
ACNEGEN 20 MG 30 YUMUSAK JELATIN KAPSUL,8699821190094,D10BA01,isotretinoin
"ACNELYSE %0,025 KREM (20 G)",8699514350170,D10AD01,tretinoin
"ACNELYSE %0,05 KREM",8699514350118,D10AD01,tretinoin
"ACNELYSE %0,1 KREM",8699514355908,D10AD01,tretinoin
"ACNEMIX 46,6 GR JEL",8699569340089,D10AF52,"erythromycin, combinations"
ACNEWELL %5 JEL (30 GR),8699680340029,D10AX05,dapsone
"ACTEMRA 162 MG/ 0,9 ML SC ENJ. COZELTI ICEREN KULLANIMA HAZIR 4 ENJEKTOR",8699505952840,L04AC07,tocilizumab
ACTEMRA 200 MG/10 ML IV INFUZYONLUK COZELTI KONSANTRESI 1 FLAKON,8699505762296,L04AC07,tocilizumab
ACTEMRA 400 MG/20 ML IV INFUZYONLUK COZELTI KONSANTRESI 1 FLAKON,8699505762319,L04AC07,tocilizumab
ACTEMRA 80 MG/4 ML IV INFUZYONLUK COZELTI KONSANTRESI 1 FLAKON,8699505762272,L04AC07,tocilizumab
ACTIFED 150 ML SURUP,8699522575176,R01BA52,"pseudoephedrine, combinations"
ACTILYSE 10 MG 1 FLAKON,8699693790026,B01AD02,alteplase
ACTILYSE 50 MG 1 FLAKON,8699693790040,B01AD02,alteplase
ACTINOMA 30 MG 30 GR JEL,8699561340087,D11AX18,diclofenac
ACTIVELLE 28 FILM TABLET,8699676090617,G03FA01,norethisterone and estrogen
ACTOS 15 MG 28 TABLET,8682758010016,A10BG03,pioglitazone
ACTOS 30 MG TABLET (28 TABLET),8682758010023,A10BG03,pioglitazone
ACTRAPID HM PENFILL 100/3 IU/ML 5 PENFILL,8699676950348,A10AB01,insulin (human)
"ACUFIX %0,4 GOZ DAMLASI  5 ML",8699525610157,S01BC05,ketorolac
"ACULAR LS STERIL GOZ DAMLASI %0,4 5 ML",8699490561027,S01BC05,ketorolac
ACYL %5 10 GR KREM,8680381900193,D06BB03,aciclovir
"ADACEL 0,5 ML IM ENJ. ICIN SUS. ICEREN FLAKON",8699625960466,J07CA,"Bacterial and viral vaccines, combined"
"ADADERM %0,1 JEL 30 G",8699512008790,D10AD03,adapalene
ADALAT CRONO 30 MG 20 KONTROLLU SALIM TABLETI,8699546031870,C08CA05,nifedipine
ADCETRIS 50 MG IV INFUZYONLUK COZELTI KONSANTRESI ICEREN FLAKON (1 FLAKON),8699456790058,L01FX05,brentuksimab vedotin
ADELEKS 4 MG 20 TABLET,8699541014304,M03BX05,thiocolchicoside
ADELEKS 4 MG/2 ML IM 6 AMPUL,8699541751605,M03BX05,thiocolchicoside
ADELEKS 8 MG 14 TABLET,8699541015226,M03BX05,thiocolchicoside
"ADEMPAS 0,5 MG 42 FILM KAPLI TABLET",8699546090198,C02KX05,riociguat
ADEMPAS 1 MG 42 FILM KAPLI TABLET,8699546090211,C02KX05,riociguat
"ADEMPAS 1,5 MG 42 FILM KAPLI TABLET",8699546090235,C02KX05,riociguat
ADEMPAS 2 MG 42 FILM KAPLI TABLET,8699546090297,C02KX05,riociguat
"ADEMPAS 2,5 MG 42 FILM KAPLI TABLET",8699546090273,C02KX05,riociguat
ADENURIC 120 MG 28 FILM KAPLI TABLET,8699832090604,M04AA03,febuxostat
ADENURIC 80 MG 28 FILM KAPLI TABLET,8699832090598,M04AA03,febuxostat
"ADMIRAZ 0,25 MG FILM KAPLI TABLET (84 TABLET)",8699074091018,L04AE03,siponimod
ADMIRAZ 2 MG FILM KAPLI TABLET (98 TABLET),8699074091032,L04AE03,siponimod
"ADOPORT 0,5 MG 50 KAPSUL",8699516154547,L04AD02,tacrolimus
ADOPORT 1 MG 50 KAPSUL,8699516154554,L04AD02,tacrolimus
ADOPORT 5 MG 50 KAPSUL,8699516154561,L04AD02,tacrolimus
ADOZIN 10 MG/2ML IV ENJEKSIYON VE INFUZYON ICIN COZELTI ICEREN 2ML 10 AMPUL,8699844750930,C01EB10,adenosine
ADOZIN 250 MG/50 ML IV ENJEKSIYON VE INFUZYON ICIN COZELTI ICEREN 10 FLAKON,8699844750954,C01EB10,adenosine
ADOZIN 50 MG/10 ML IV ENJEKSIYON VE INFUZYON ICIN COZELTI ICEREN 10 FLAKON,8699844750947,C01EB10,adenosine
"ADRENALIN 0,5 MG 10 AMPUL",8699788750041,C01CA24,epinephrine
ADRENALIN 1 MG 10 AMPUL,8699788750027,C01CA24,epinephrine
ADRENALIN BAS GALEN 1 MG 10 AMP,8699607750085,C01CA24,epinephrine
"ADRENALIN BAS.GALEN 0,25 MG 10 AMPUL",8699607750054,C01CA24,epinephrine
"ADRENALIN COD.GALEN 0,5 MG 10 AMPUL",8699607750047,C01CA24,epinephrine
ADRIMISIN 10 MG LIY. ENJ. TOZ ICEREN FLAKON,8699511796056,L01DB01,doxorubicin
ADRIMISIN 50 MG LIY. ENJ. TOZ ICEREN FLAKON,8699511796063,L01DB01,doxorubicin
"ADVAGRAF 0,5 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL",8699043890185,L04AD02,tacrolimus
ADVAGRAF 1 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL,8699043890215,L04AD02,tacrolimus
ADVAGRAF 3 MG UZATILMIS SALIMLI 50 KAPSUL,8699043890444,L04AD02,tacrolimus
ADVAGRAF 5 MG 50 UZATILMIS SALIMLI 50 SERT KAPSUL,8699043890253,L04AD02,tacrolimus
"ADVANTAN %0,1 KREM 30 G",8699514350255,D07AC14,methylprednisolone aceponate
"ADVANTAN %0,1 MERHEM 30 G",8699514380108,D07AC14,methylprednisolone aceponate
"ADVANTAN %0,1 YAGLI MERHEM 15 GR",8699514380092,D07AC14,methylprednisolone aceponate
"ADVANTAN M %0,1 EMULSIYON 50 G",8699514480037,D07AC14,methylprednisolone aceponate
ADVATE 1000 IU/5 ML IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550028,B02BD02,coagulation factor vııı
ADVATE 1500 IU/5 ML IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550035,B02BD02,coagulation factor vııı
ADVATE 2000 IU/5 ML IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550042,B02BD02,coagulation factor vııı
ADVATE 250 IU/5 ML IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550004,B02BD02,coagulation factor vııı
ADVATE 500 IU/5 ML IV ENJEKSIYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8681429550011,B02BD02,coagulation factor vııı
ADVIL LIQUI-GELS 200 MG YUMUSAK KAPSUL (20 KAPSUL),8681291150456,M01AE01,ibuprofen
ADYNOVATE 1000 IU/2ML IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON),8681429550509,B02BD02,coagulation factor VIII
ADYNOVATE 1500 IU/2ML IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON),8681429550516,B02BD02,coagulation factor VIII
ADYNOVATE 2000 IU/5ML IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON),8681429550523,B02BD02,coagulation factor VIII
ADYNOVATE 250 IU/2ML IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1 FLAKON),8681429550486,B02BD02,coagulation factor VIII
"ADYNOVATE 500 IU/2ML IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN LIYOFILIZE TOZ VE COZUCU (1
FLAKON)",8681429550493,B02BD02,coagulation factor VIII
"AERIUS 0,5 MG/ML 150 ML SURUP",8683280337015,R06AX27,desloratadine
AERIUS 5 MG FILM KAPLI TABLET (20 TABLET),8683280337022,R06AX27,desloratadine
AEROLET SURUP (100 ML),8680199572780,R05CA12,hederae helicis folium
AETHOXYSKLEROL % 0.5 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X  5 AMPUL ),8699708751745,C05BB02,polidocanol
AETHOXYSKLEROL % 0.5 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X 6 AMPUL ),8699708751837,C05BB02,polidocanol
AETHOXYSKLEROL % 1 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X  5 AMPUL ),8699708751752,C05BB02,polidocanol
AETHOXYSKLEROL % 1 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X 6 AMPUL ),8699708751851,C05BB02,polidocanol
AETHOXYSKLEROL % 2 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X 6 AMPUL ),8699708751875,C05BB02,polidocanol
AETHOXYSKLEROL % 3 I.V. ENJEKSIYONLUK COZELTI ICEREN AMPUL ( 2 ML X 6 AMPUL ),8699708751899,C05BB02,polidocanol
AFEBRYL 16 EFERVESAN TABLET,8699671020015,N02BE51,"paracetamol, combinations excl. psycholeptics"
A-FERIN 300 MG 30 KAPSUL,8699570150011,R05X,OTHER COLD PREPARATIONS
A-FERIN FORTE 650 MG 30 TABLET,8699570090058,R05X,OTHER COLD PREPARATIONS
A-FERIN PED. 100 ML SURUP,8699570570062,R05X,OTHER COLD PREPARATIONS
A-FERIN PLUS PEDIATRIK 100 ML SURUP,8699570570147,R05X,OTHER COLD PREPARATIONS
A-FERIN SINUS 20 FILM TABLET,8699570090119,R05X,OTHER COLD PREPARATIONS
A-FERIN ZERO 120 MG/5 ML PEDIATRIK SURUP,8699570570246,N02BE01,paracetamol
A-FERIN ZERO 6 PLUS 250 MG/5 ML ORAL SUSPANSIYON (150 ML),8699570700094,N02BE01,paracetamol
AFILTA 20 MG 4 FILM TABLET,8699502093225,G04BE08,tadalafil
AFINITOR 10 MG 30 TABLET,8699504011487,L01EG02,everolimus
AFINITOR 5 MG 30 TABLET,8699504011456,L01EG02,everolimus
AFTOJEL 5 GR JEL,8699561340131,A01AC,Corticosteroids for local oral treatment
AGNUCASTON 30 FILM TABLET,8680952380911,G02CX03,agni casti fructus
"AGRABLOC 12,5 MG/50 ML IV INF. ICIN KON. COZ. ICEREN FLAKON (1 FLAKON)",8699814760013,B01AC17,tirofiban
AGRILOR 90 MG FILM KAPLI TABLET (56 TABLET),8699543092065,B01AC24,ticagrelor
AIMAFIX 500 IU/10 ML IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,8680972009007,B02BD04,coagulation factor ıx
AIRCOMB 5/10 MG 30 FILM KAPLI TABLET,8697927091604,R03DC53,"montelukast, combinations"
AIRFIX 10 MG 28 FILM TABLET,8680881090608,R03DC03,montelukast
AIRFIX 4 MG 28 CIGNEME TABLETI,8680881080531,R03DC03,montelukast
AIRFIX 4 MG 28 SASE,8680881240560,R03DC03,montelukast
AIRFIX 5 MG 28 CIGNEME TABLETI,8680881080579,R03DC03,montelukast
AIRLAST 4 MG 28 CIGNEME TABLETI,8699578080013,R03DC03,montelukast
AIRLAST 5 MG 28 CIGNEME TABLETI,8699578080020,R03DC03,montelukast
AIRPASS 5/10 MG 30 FILM KAPLI TABLET,8697927090249,R03DC53,"montelukast, combinations"
AIRPLUS 50/250 MCG DISCAIR INHALASYON ICIN TOZ 60 DOZ,8682758550017,R03AK06,salmeterol and fluticasone
AIRPLUS 50/500 MCG DISCAIR INHALASYON ICIN TOZ 60 DOZ,8682758550024,R03AK06,salmeterol and fluticasone
AIRPUFF DISCAIR 50MCG/250 MCG INHALASYON TOZU (60 DOZ),8680741551157,R03AK06,salmeterol and fluticasone
AIRPUFF DISCAIR 50MCG/500 MCG INHALASYON TOZU (60 DOZ),8680741551164,R03AK06,salmeterol and fluticasone
AKELA % 2 30 GR JEL,8699278340035,D10AF02,erythromycin
AKELA FORT % 4 30 GR JEL,8699278340042,D10AF02,erythromycin
AKINETON 2 MG 100 TABLET,8699708011559,N04AA02,biperiden
AKINETON 5 MG/ML ENJEKSIYON ICIN SOLUSYON ICEREN 1 ML X 5 AMPUL,8699708751530,N04AA02,biperiden
AKLOFEN %3 JEL (30 GR),8681911340014,D11AX18,diclofenac
AKLOVIR %5 10 GR KREM,8699516355616,D06BB03,aciclovir
AKLOVIR 200 MG 100 ML SUSPANSIYON,8699516705626,J05AB01,aciclovir
AKLOVIR 200 MG 25 TABLET,8699516015602,J05AB01,aciclovir
AKLOVIR 800 MG 20 TABLET,8699516015633,J05AB01,aciclovir
AKNEFLOKS %1 30 GR KREM,8699591350315,D10AF05,nadifloxacin
AKNESILEX 30 MG/G MERHEM,8680008011004,D06AA04,tetracycline
AKNETRENT 10 MG YUMUSAK JELATIN 30 KAPSUL,8699559190038,D10BA01,isotretinoin
AKNETRENT 20 MG YUMUSAK JELATIN 30 KAPSUL,8699559190045,D10BA01,isotretinoin
AKSEF 500 MG 10 FILM TABLET,8699540091023,J01DC02,cefuroxime
AKSEF 500 MG 14 FILM TABLET,8699540091054,J01DC02,cefuroxime
AKSEF 500 MG 20 FILM TABLET,8699540091030,J01DC02,cefuroxime
AKSEF 750 MG IM ENJ. TOZ ICEREN 1 FLAKON,8699540270541,J01DC02,cefuroxime
AKSEF IM/IV 750 MG 1 FLAKON,8699540270510,J01DC02,cefuroxime
AKTAZID 25 MG/25 MG FILM TABLET (30 TABLET),8680199094855,C03EA01,hydrochlorothiazide and potassium-sparing agents
AKTAZID 50 MG/50 MG FILM KAPLI TABLET (30 TABLET),8680199094879,C03EA01,hydrochlorothiazide and potassium-sparing agents
ALATAB 600 MG  30 FILM TABLET,8680881094064,A16AX01,thioctic acid
ALBACORT 15 G KREM,8681085010157,D01AC20,imidazoles/triazoles in combination with corticosteroids
ALBAREN %1 JEL 50 GR,8681085010058,M02AA15,diclofenac
ALBIOMIN %20 100 ML IV INFUZYONLUK COZELTI (1 FLAKON),8682109319805,B05AA01,albumin
ALBITROL 500 MG FILM KAPLI TABLET (10 FILM KAPLI TABLET),8680760092044,P01AB03,ornidazole
ALBUMAN 200 MG/ML 100 ML IV INFUZYON ICIN COZELTI ICEREN FLAKON,8681735980052,B05AA01,albumin
ALBUMAN 200 MG/ML 50 ML INFUZYON ICIN COZ. ICEREN 1 FLAKON,8681735980045,B05AA01,albumin
"ALBUREX %20 IV INFUZYONLUK COZELTI, 100 ML",8681624980255,B05AA01,albumin
